id;name;type;street;zip;town;country;phone;mobile;email;website;public;trust_level;categories
64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;company;Carl-Zeiss-Straße 7-9;07318;Saalfeld;DE;+49 3671 586-0;;hrc_trumpf_info@baxter.com;https://www.baxter.de/de;Ja;community;manufacturer
5d3ae807a159c577ac4b8254;Dräger Medical AG & Co. KGaA;company;Moislinger Allee 53-55;23558;Lübeck;DE;+49 451-882 0;;info@draeger.com;https://www.draeger.com/de_de/Home;Ja;community;manufacturer
64b6cd8016691d0024550985;Völker GmbH;company;Wullener Feld 79;58454;Witten;DE;+49 (0)2302 960 960;;info@voelker.de;https://www.voelker.de/de/;Ja;community;manufacturer
64b6ce0916691d0024550a58;Smiths Medical;company;Nathan Lane North 6000;55442;Nathan Ln N Plymouth MN USA;US;+1 763-383-3000;;;https://www.icumed.com/;Ja;community;manufacturer
690509bd4d75c5fda9fa0083;Taylor Wharton Germany GmbH;company;Mildstedter Landstraße 1;25866;Mildstedt;DE;+49 4841 985 0;;info@taylorwharton.com;https://twcryo.com;Ja;community;manufacturer
64b65390f5fc38000e51c189;ELCAT GmbH;company;Bgm.-Finsterwalder-Ring 27;82515;Wolfratshausen;DE;+ 49 08171 4214-0;;kontakt@elcat.de;https://www.elcat.de/;Ja;community;manufacturer
64b653bbf5fc38000e51c7dd;Shenzhen Mindray Bio-Medical Electronics Co., Ltd.;company;Mindray Building, Keji 12th Road South, High-tech industrial park;518057;Nanshan, Shenzhen;CN;+86 755 81888998;;service@mindray.com;www.mindray.com;Ja;community;manufacturer
5d3ae807a159c577ac4b825b;Siemens Healthcare GmbH;company;Henkestraße 127;91052;Erlangen;DE;+49 800 188 188 5;;contact@siemens-healthineers.com;https://www.siemens-healthineers.com;Ja;community;manufacturer
64b653a1f5fc38000e51c43c;LG Electronics Deutschland GmbH;company;Alfred-Herrhausen-Allee 3-5;65760;Kreisfreie Stadt Frankfurt am Main;DE;+49 6196 7883000;;;http://www.lg.com/de;Ja;community;manufacturer
5d3ae80aa159c577ac4b8273;B. Braun Melsungen AG;company;Carl-Braun-Straße 1;34212;Melsungen;DE;+49 56 61-71-0;;info@bbraun.com;www.bbraun.de;Ja;community;manufacturer
64b6cd9416691d0024550998;Sechrist Industries Inc.;company;East La Palma Avenue 4225;928 07;Anaheim, CA;US;+1 714 579 8400;;info@sechristusa.com;https://sechristusa.com/;Ja;community;manufacturer
68d54392601d97bf604a3179;Lexmark International, Inc.;company;740 W. New Circle Road;40550;Lexington, KY;US;+1 859 232 2000;;;www.lexmark.com;Ja;community;manufacturer
64b6539af5fc38000e51c327;Heyer Aerotech GmbH;company;Nieverner Straße 30-34;56132;Nievern;DE;+49 2603 507070;;office@heyer-aerotech.de;http://www.heyer-aerotech.de/;Ja;community;manufacturer
64b653bdf5fc38000e51c838;Stryker Corporation;company;Airview Boulevard 2825;49002;Airview Blvd Portage MI USA;US;+1 269-385-2600;;;https://www.stryker.com/us/en/about/contact.html;Ja;community;manufacturer
5d3ae875a159c577fd9b746c;BK Ultrasound Medizinische Systeme GmbH;company;Pascalkehre 13;25451;Pinneberg;DE;+49 4106 99550;;;https://bkultrasound.com/;Ja;community;manufacturer
6852cb6bc100cb4cb720369c;P.J. Dahlhausen & Co. GmbH;company;Adam-Riese-Str. 4;50996;Köln;DE;+49 2236 3913 0;;info@dahlhausen.de;www.dahlhausen.de;Ja;community;manufacturer
64b65392f5fc38000e51c1e3;Envitec-Wismar GmbH;company;;;;DE;;;;;Ja;community;manufacturer
5d3ae8b5a159c577fd9b76d9;Dräger Medical Deutschland GmbH;company;Moislinger Allee 53-55;23542;Lübeck;DE;0800 882 882 0;;info@draeger.com;https://www.draeger.com/de_de/Hospital;Ja;community;manufacturer
64b653c8f5fc38000e51c970;Welch Allyn GmbH & Co. KG;company;Zollerstraße 2-4;72417;Jungingen;DE;+49 7477 9271-0;;info@welchallyn.de;www.welchallyn.de;Ja;community;manufacturer
64b6538ff5fc38000e51c169;Dräger Medical AG;company;;;;DE;;;;;Ja;community;manufacturer
64b6537df5fc38000e51bea5;Abbott GmbH;company;Max-Planck-Ring 2;65205;Wiesbaden;DE;+49 6122 580;;ADDEOWiesbaden@abbott.com;https://www.de.abbott/;Ja;community;manufacturer
66d9c78a4ee4d203e39ca4d2;Wisap Medical Technology GmbH;company;Fichtenstraße 27;85629;Brunnthal/Hofolding;DE;+49 8104 89 08 0;;info@wisap.de;https://wisap.de;Ja;community;manufacturer
68ef5792102ce7983fe22580;Schnitzler Rettungsprodukte GmbH und Co. KG;company;;;;DE;;;;;Ja;community;manufacturer
679895933b3e52059494d1b9;Philips Medizin Systeme Böblingen GmbH;company;Hewlett-Packard-Straße 2;71034;Böblingen;DE;+49 7031 463-0;;medizin.infoline@philips.com;http://www.philips.de/healthcare;Ja;community;manufacturer
64b653c9f5fc38000e51c9ad;Zimmer Biomet Deutschland GmbH;company;Merzhauser Straße 112;79100;Kreisfreie Stadt Freiburg im Breisgau;DE;+49 761 458401;;;http://www.zimmerbiomet.de/;Ja;community;manufacturer
5d3ae80aa159c577ac4b8271;Richard Wolf GmbH;company;Pforzheimer Straße 32;75438;Knittlingen;DE;+49 7043 350;;info@richard-wolf.com;https://www.richard-wolf.com/;Ja;community;manufacturer
5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;company;Südwestpark 40;90449;Nürnberg;DE;+49 911 234210;;germany@spacelabs.com;https://spacelabshealthcare.com/de/;Ja;community;manufacturer
64b6537df5fc38000e51bea9;Ace Medical Co., Ltd.;company;30, Godeokbizvalley-ro 4-gil;05248;Gangdong-gu;KR;+82 2 920 0001;;;https://ace-medical.com/;Ja;community;manufacturer
64b653bcf5fc38000e51c801;Soehnle-Waagen GmbH & Co. KG;company;Wilhelm-Soehnle-Str 2;71535;Murrhardt;DE;+49 71 92 28 1;;industriewaagen@soehnle.com;www.soehnle-professional.com;Ja;community;manufacturer
64b6537ef5fc38000e51beaf;AD Analog Digital Elektronik GmbH;company;Blumberger Str. 3;84166;Adlkofen;DE;+49 8707 9384185;;mail@ad-elektronik.de;www.ad-elektronik.de;Ja;community;manufacturer
64b653caf5fc38000e51c9b3;Zoll Medical Corporation;company;269 Mill Road;01824;Chelmsford, MA;US;+1 978 421 9655;;;http://www.zoll.com;Ja;community;manufacturer
687c112f5c3947286838f0a5;NIDEK Co., Ltd.;company;34-14 Maehama, Hiroishi-cho;443-0038;Gamagori, Aichi;JP;+81 533 67 6611;;;www.nidek-intl.com;Ja;community;manufacturer
64b653c7f5fc38000e51c94f;WILAmed GmbH;company;Aurachhöhe 5-7;91126;Kammerstein;DE;+49 9178 9969990;;info@wilamed.com;http://www.wilamed.de/;Ja;community;manufacturer
64b653a8f5fc38000e51c4f6;MT.DERM GmbH;company;Blohmstraße 37-61;12307;Berlin;DE;+49 30 76766220 0;;INFO@MTDERM.DE;https://mtderm.de/kontakt/;Ja;community;manufacturer
64b65380f5fc38000e51bf15;AirSystems Medizinische Produkte GmbH;company;Siemensstraße 1;46325;Borken;DE;+49 2861 80990 0;;info@airsystems.de;http://air-systems.eu/;Ja;community;manufacturer
64b653c7f5fc38000e51c957;WRG Werkstätten für Röntgen-u.elektr.med.Geräte;company;;;;DE;;;;;Ja;community;manufacturer
64b6cddc16691d0024550a08;Arthrex Inc.;company;Arthrex Way 1;34108;Naples FL 3408 USA;US;+1 800-934-4404;;;https://www.arthrex.com/;Ja;community;manufacturer
5d3ae84fa159c577fd9b72fb;Arthrex GmbH;company;Erwin-Hielscher-Str. 9;81249;München;DE;+49 89 90 90 05 0;;info@arthrex.de;https://www.arthrex.com/de;Ja;community;manufacturer
64b653c6f5fc38000e51c948;W.O.M. World of Medicine AG;company;Alte Poststraße 11;96337;Kronach;DE;+49 9263 8770;;;https://www.wom.group/;Ja;community;manufacturer
65290b5f294295000eb94a2f;BOWA-electronic GmbH & Co. KG;company;Heinrich-Hertz-Straße 4-10;72810;Gomaringen;DE;+49 (0) 7072 6002 0;;info@bowa.de;www.bowa-medical.com;Ja;community;manufacturer
64b653ccf5fc38000e51ca10;Schwa-Medico, Medizinische Apparate, Vertriebsgesellschaft mbH;company;Wetzlarer Straße 41-43;35630;Ehringshausen;DE;+49 6443 83330;;info@schwa-medico.de;http://www.schwa-medico.de/;Ja;community;manufacturer
64b6537ff5fc38000e51bee5;ASSKEA GmbH;company;Haßlocher Straße 9;99189;Gebesee;DE;+49 36201 57970;;info@asskea.de;www.asskea.de;Ja;community;manufacturer
64b6cfe716691d0024550d22;Reichert, Inc.;company;Walden Avenue 3362;14043;Lancaster;US;+1 716-686-4500;;;http://reichert.com/;Ja;community;manufacturer
67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;company;Ludwig-Kegel-Str. 16;79853;Lenzkirch;DE;+49 7653 689 - 0;;atmos@atmosmed.de;www.atmosmed.de;Ja;community;manufacturer
64b653bbf5fc38000e51c7e2;Shimadzu Deutschland GmbH;company;Keniastraße 38;47269;Duisburg;DE;+49 203 76870;;;https://www.shimadzu.de/;Ja;community;manufacturer
64b653bbf5fc38000e51c7d5;Shenzhen Comen Medical Instruments Co., Ltd.;company;No.2 FIYTA Timepiece Building, Nanhuan Avenue;518106;Shenzhen, Guangdong;CN;+86 400 700 9488;;info@szcomen.com;https://en.comen.com/;Ja;community;manufacturer
5d3ae84da159c577fd9b72e2;Roche Diagnostics Deutschland GmbH;company;Sandhofer Straße;68305;Mannheim;DE;+49 621 759 0;;;https://www.roche.de/;Ja;community;manufacturer
64b6cdbb16691d00245509d4;AccuVein, Inc.;company;Goose Hill Road 40;11724;Huntington;US;;;;https://www.accuvein.com/;Ja;community;manufacturer
65bcb43b4b60dd0e34d897a3;WEINMANN Emergency Medical Technology GmbH + Co. KG;company;Frohbösestraße 12;22525;Hamburg;DE;+49 40 88 18 96 - 0;;info@weinmann-emt.de;www.weinmann-emergency.de;Ja;community;manufacturer
64b6cdc216691d00245509df;Aerogen Limited;company;Galway Business Park;H91 HE94;Dangan, Galway;IE;+353 91 540 400;;info@aerogen.com;info@aerogen.com;Ja;community;manufacturer
64b6cd7916691d002455097a;Agilent Technologies Inc.;company;Stevens Creek Boulevard 5301;95051;Stevens Creek Blvd Santa Clara CA USA;US;+1 800-227-9770;;;https://www.agilent.com/;Ja;community;manufacturer
5d3ae888a159c577fd9b7525;Fresenius Kabi AG;company;Else-Kröner-Straße 1;61352;Bad Homburg;DE;+49 6172 686 0;;kundenberatung@fresenius-kabi.de;https://www.fresenius-kabi.com/;Ja;community;manufacturer
64b65380f5fc38000e51bf14;AirMed Prophylaxe+Therapie Systeme GmbH;company;;;;DE;;;;;Ja;community;manufacturer
64b653b5f5fc38000e51c703;ResMed GmbH & Co. KG;company;Augustaanlage 50;68165;Kreisfreie Stadt Mannheim;DE;+49 621 39991792;;;https://www.resmed-healthcare.de/patienten/resmed-healthcare-filialen#!/l/mannheim/augustaanlage-50/1375776;Ja;community;manufacturer
64b6cdc916691d00245509ec;GE Healthcare Finland Oy;company;Kuortaneenkatu 2;FI-00510;Helsinki;FI;+358 10 39411;;eudamed@gehealthcare.com;www.gehealthcare.com;Ja;community;manufacturer
64b6cdcc16691d00245509f1;Cardinal Health - Alaris Products;company;Morkels Close 918;1685;Morkels Cl Halfway House Midrand;ZA;+27 11 315 7437;;;;Ja;community;manufacturer
64b65384f5fc38000e51bfae;Becton Dickinson GmbH;company;Tullastr. 8-12;69126;Heidelberg;DE;+49 6221 305-0;;bd.de@bd.com;https://www.bd.com/de-de;Ja;community;manufacturer
64b65381f5fc38000e51bf29;Ambu A/S;company;Baltorpbakken 13;2750;Ballerup;DK;+49 60 32 92 50-0;;ambu@ambu.com;https://www.ambu.com;Ja;community;manufacturer
64b65385f5fc38000e51bfd3;Biochrom Ltd.;company;Unit 7, Enterprise Zone 3970 Cambridge Research Park, Beach Drive;CB25 9PE;Cambridge;GB;+44 1223 228500;;enquiries@biochrom.co.uk;http://www.biochrom.co.uk;Ja;community;manufacturer
64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;company;Hellersbergstr. 4;41460;Neuss;DE;+49 2131 1809 0;;info@toshiba-medical.de;www.toshiba-medical.de;Ja;community;manufacturer
64b6539af5fc38000e51c331;Hitachi Medical Systems Deutschland GmbH;company;Otto-von-Guericke-Ring 3;65205;Kreisfreie Stadt Wiesbaden;DE;+49 6122 70360;;;http://www.fujifilm.com/hcge;Ja;community;manufacturer
64b653aff5fc38000e51c61a;ORMED GmbH;company;Bötzinger Straße 90;79111;Freiburg im Breisgau;DE;+49 761 / 45 66 01;;kundenservice@enovis.com;https://www.enovis-medtech.de/;Ja;community;manufacturer
5d3ae85aa159c577fd9b7367;Stihler Electronic GmbH;company;Gaußstraße 4;70771;Leinfelden-Echterdingen;DE;+49 711 720670;;moritz.freimut@gentherm.com;http://www.stihlerelectronic.de/;Ja;community;manufacturer
67619eb30f8bebd633a8d6fd;Drägerwerk AG & Co. KGaA;company;Moislinger Allee 53–55;23542;Lübeck;DE;+49 451 882 0;;info@draeger.com;https://www.draeger.com/de_de/Home;Ja;community;manufacturer
64b6ce0e16691d0024550a5e;Weinmann Geräte für Medizin GmbH & Co. KG;company;;;;DE;;;;;Ja;community;manufacturer
64b6cdd016691d00245509f4;HemoCue GmbH;company;Europark Fichtenhain A 4;47807;Krefeld;DE;+49 2151 8933100;;;http://www.radiometer.de/?utm_source=google&utm_medium=myplaces&utm_campaign=rdeu;Ja;community;manufacturer
5d3ae808a159c577ac4b825d;GE Healthcare Technologies GmbH;company;Bleichstraße 64-66;60313;Kreisfreie Stadt Frankfurt am Main;DE;+49 761 45430;;;;Ja;community;manufacturer
68ea4cffdef5110cd5c6ccf0;SP Industries, Inc.;company;2982 22nd St.;49328;Hopkins, Michigan;US;+1 800 592 5959;;info@sp-industries.com;https://bestcompactors.com;Ja;community;manufacturer
64b653adf5fc38000e51c5b7;NDS Surgical Imaging, LLC.;company;Hellyer Avenue 5750;95138;San Jose, CA;US;+ 1 408 776 0085;;info@ndssi.com;www.ndssi.com;Ja;community;manufacturer
64b65382f5fc38000e51bf6d;BDK Luft- und Reinraumtechnik GmbH;company;Pfullinger Straße 57;72820;Sonnenbühl-Genkingen;DE;+49 71 28 92 67 0;;bdk-s@t-online.de;www.bdk-online.de;Ja;community;manufacturer
64b653bff5fc38000e51c85c;TANITA Corporation;company;;;;;;;;;Ja;community;manufacturer
64b6537ef5fc38000e51bec3;Glen Dimplex Deutschland GmbH;company;Am Goldenen Feld 18;95326;Kulmbach;DE;+ 49 9221 709 100;;info@glendimplex.de;https://www.glendimplex.de/en-de;Ja;community;manufacturer
64b653c2f5fc38000e51c8db;UFSK-International OSYS GmbH;company;Kirchhoffstraße 1;93055;Regensburg;DE;+49 941 78862 15;;info@ufsk-osys.com;www.ufsk-osys.com;Ja;community;manufacturer
64b6ce0316691d0024550a4b;BTL zdravotnická technika, a.s.;company;Šantrochova 1883;162 00;16 Praha 6-Břevnov;CZ;+420 777 920 288;;;https://www.btl.cz/;Ja;community;manufacturer
64b65384f5fc38000e51bfb6;Beijing Choice Electronic Technology Co., Ltd;company;Building No. 2 (2nd floor), 9 Shuangyuan Road;100041;Beijing;CN;+86-10-88204630/31;;market@choicemmed.com;;Ja;community;manufacturer
5d3ae807a159c577ac4b8254;Dräger Medical AG & Co. KGaA;company;Moislinger Allee 53-55;23558;Lübeck;DE;+49 451-882 0;;info@draeger.com;https://www.draeger.com/de_de/Home;Ja;community;manufacturer
689af73215be9882d092ab05;Organon Teknika N.V.;company;Veedijk 58;2300;Turnhout;BE;;;;;Ja;community;manufacturer
64b6cdea16691d0024550a22;Arizant Deutschland GmbH;company;;;;DE;;;;;Ja;community;manufacturer
65bcb43b4b60dd0e34d897a3;WEINMANN Emergency Medical Technology GmbH + Co. KG;company;Frohbösestraße 12;22525;Hamburg;DE;+49 40 88 18 96 - 0;;info@weinmann-emt.de;www.weinmann-emergency.de;Ja;community;manufacturer
64b653aff5fc38000e51c60d;OHMEDA MEDICAL;company;;;;;;;;;Ja;community;manufacturer
66a3bc0c728b0e4345e3c565;Advantech Co., Ltd.;company;;;;TW;;;;https://www.advantech.com/en-eu;Ja;community;manufacturer
5d3ae982a159c577fd9b7e66;Mindray Medical Germany GmbH;company;Goebelstraße 21;64293;Darmstadt;DE;+49 6151 3910 0;;info@mindray.de;http://www.mindray.com/de;Ja;community;manufacturer
64b653bbf5fc38000e51c7dd;Shenzhen Mindray Bio-Medical Electronics Co., Ltd.;company;Mindray Building, Keji 12th Road South, High-tech industrial park;518057;Nanshan, Shenzhen;CN;+86 755 81888998;;service@mindray.com;www.mindray.com;Ja;community;manufacturer
64b653ccf5fc38000e51ca10;Schwa-Medico, Medizinische Apparate, Vertriebsgesellschaft mbH;company;Wetzlarer Straße 41-43;35630;Ehringshausen;DE;+49 6443 83330;;info@schwa-medico.de;http://www.schwa-medico.de/;Ja;community;manufacturer
64b65399f5fc38000e51c2f6;Hangzhou Bioer Co. Ltd.;company;;;;CN;;;;;Ja;community;manufacturer
64b6539af5fc38000e51c31e;Hersteller unbekannt / Manufacturer unknown;company;;;;DE;;;;;Ja;community;manufacturer
64b65388f5fc38000e51c063;Caesarea Medical Electronics Ltd.;company;;;;US;;;;;Ja;community;manufacturer
68768ee7120a22619988743f;Given Imaging;company;3950 Shackleford Road, Suite 500;30096;Duluth GA;US;770‑662‑0870;;supportUS@givenimaging.com;;Ja;community;manufacturer
5d3ae8e8a159c577fd9b78ca;Spacelabs Healthcare GmbH;company;Südwestpark 40;90449;Nürnberg;DE;+49 911 234210;;germany@spacelabs.com;https://spacelabshealthcare.com/de/;Ja;community;manufacturer
67920008c017c7ba4e84ea14;ATMOS MedizinTechnik GmbH & Co. KG;company;Ludwig-Kegel-Str. 16;79853;Lenzkirch;DE;+49 7653 689 - 0;;atmos@atmosmed.de;www.atmosmed.de;Ja;community;manufacturer
5d3ae809a159c577ac4b826e;KARL STORZ GmbH & Co. KG;company;Dr.-Karl-Storz-Straße 34;78532;Tuttlingen;DE;+49 7461 7080;;info@karlstorz.com;https://www.karlstorz.com/;Ja;community;manufacturer
5d3ae849a159c577fd9b72bb;custo med GmbH;company;Maria-Merian-Straße 6;85521;Ottobrunn;DE;+49 89 710 98 00;;info@customed.de;http://www.customed.de/;Ja;community;manufacturer
5d3ae85ca159c577fd9b7375;GE Healthcare Ultraschall Deutschland GmbH;company;Beethovenstraße 239;42655;Kreisfreie Stadt Solingen;DE;+49 211 73744400;;;http://www.gehealthcare.com/;Ja;community;manufacturer
64b653cbf5fc38000e51c9ec;inomed Medizintechnik GmbH;company;Im Hausgrün 29;79312;Emmendingen;DE;+49 7641 94140;;info@inomed.com;http://www.inomed.com/;Ja;community;manufacturer
64b6539af5fc38000e51c331;Hitachi Medical Systems Deutschland GmbH;company;Otto-von-Guericke-Ring 3;65205;Kreisfreie Stadt Wiesbaden;DE;+49 6122 70360;;;http://www.fujifilm.com/hcge;Ja;community;manufacturer
5d3ae86aa159c577fd9b7400;ConMed Linvatec Deutschland GmbH;company;Frankfurter Straße 74;64521;Groß-Gerau;DE;+49 6152 9370;;;https://www.conmed.com/de;Ja;community;manufacturer
64b653b8f5fc38000e51c77e;Samsung Medison Co., Ltd.;company;;06176;1003 Daechi-dong Gangnam District Seoul;KR;;;;;Ja;community;manufacturer
64b6ce0916691d0024550a58;Smiths Medical;company;Nathan Lane North 6000;55442;Nathan Ln N Plymouth MN USA;US;+1 763-383-3000;;;https://www.icumed.com/;Ja;community;manufacturer
5d3ae844a159c577fd9b728d;GE Healthcare GmbH;company;Bleichstraße 64-66;80807;Munchen;DE;+49 211 73744400;;eudamed@gehealthcare.com;http://www.gehealthcare.com/;Ja;community;manufacturer
67c094a75f266a1bc3687e1e;GE Medical Systems Information Technologies, Inc.;company;8200 West Tower Avenue;53223;Milwaukee, WI;US;+ 1 414 355 5000;;;https://www.gehealthcare.com/;Ja;community;manufacturer
5d3ae86aa159c577fd9b7403;Schiller Medizintechnik GmbH;company;Korbacher Straße 43A;85622;Feldkirchen;DE;+49 5601 4913;;info@schillermed.de;https://www.schillermed.de/;Ja;community;manufacturer
64b6cdc916691d00245509ec;GE Healthcare Finland Oy;company;Kuortaneenkatu 2;FI-00510;Helsinki;FI;+358 10 39411;;eudamed@gehealthcare.com;www.gehealthcare.com;Ja;community;manufacturer
64b653bff5fc38000e51c872;TOSHIBA Medical Systems GmbH;company;Hellersbergstr. 4;41460;Neuss;DE;+49 2131 1809 0;;info@toshiba-medical.de;www.toshiba-medical.de;Ja;community;manufacturer
687c112f5c3947286838f0a5;NIDEK Co., Ltd.;company;34-14 Maehama, Hiroishi-cho;443-0038;Gamagori, Aichi;JP;+81 533 67 6611;;;www.nidek-intl.com;Ja;community;manufacturer
64b653b0f5fc38000e51c62c;Olympus Medical Systems Corp.;company;2951 Ishikawa-cho;192-8507;Hachioji-shi, Tokyo;JP;+81 42 642 2111;;;www.olympus-global.com;Ja;community;manufacturer
5d3ae807a159c577ac4b825b;Siemens Healthcare GmbH;company;Henkestraße 127;91052;Erlangen;DE;+49 800 188 188 5;;contact@siemens-healthineers.com;https://www.siemens-healthineers.com;Ja;community;manufacturer
68a5e70bde8a1bb0b94604c2;Angiodroid Srl;company;;;;FR;;;;;Ja;community;manufacturer
68d6a34580e67aacf6703424;Care Essentials Pty Ltd.;company;;;;AU;;;;;Ja;community;manufacturer
5d3ae95aa159c577fd9b7cf4;Stryker GmbH & Co. KG;company;Dr. - Homer-Stryker-Platz 1;47228;Duisburg;DE;+49 2065 8370;;;https://www.stryker.com/;Ja;community;manufacturer
64b653a3f5fc38000e51c478;Liebherr-International Deutschland GmbH;company;Memminger Straße 120;88400;Biberach an der Riß;DE;+49 7351 41-0;;info.lho@liebherr.com;https://www.liebherr.com/de-de/firmengruppe/startseite-3705202;Ja;community;manufacturer
67bdef6b87b107ff53cc6947;Rexxam Co., Ltd.;company;958 Ikeuchi, Konan-cho;761-1494;Takamatsu-shi, Kagawa-ken;JP;;;;https://www.rexxam.co.jp;Ja;community;manufacturer
68ef81fc6583c9357826ba09;Reach Surgical.Inc.;company;;;;CN;;;;;Ja;community;manufacturer
64b653bbf5fc38000e51c7e2;Shimadzu Deutschland GmbH;company;Keniastraße 38;47269;Duisburg;DE;+49 203 76870;;;https://www.shimadzu.de/;Ja;community;manufacturer
64b6cfde16691d0024550d09;Olympus Corporation;company;2-3-1 Nishi-Shinjuku, Shinjuku-ku;163-0914;Tokyo;JP;;;;https://www.olympus-global.com;Ja;community;manufacturer
66ce23e5d38ef6b4f45eba5f;Sprintex Trainingsgeräte GmbH;company;Hebelstraße 2a, Halle 3;79692;Kleines Wiesental;DE;+49 7622 6733722;;info@sprintex-treadmills.com;https://sprintex-treadmills.com;Ja;community;manufacturer
64b65384f5fc38000e51bfa6;Baxter Medical Systems GmbH & Co. KG;company;Carl-Zeiss-Straße 7-9;07318;Saalfeld;DE;+49 3671 586-0;;hrc_trumpf_info@baxter.com;https://www.baxter.de/de;Ja;community;manufacturer
64b65393f5fc38000e51c21c;Fukuda Denshi Co., Ltd.;company;2-35-8 Hongo;113-8420;Bunkyo-ku, Tokyo;JP;81 3 5684 1455;;;https://fukuda.com;Ja;community;manufacturer
64b65395f5fc38000e51c260;GETEMED Medizin- und Informationstechnik AG;company;Oderstr. 77;14513;Teltow;DE;+49 3328 3942 0;;info@getemed.de;www.getemed.de;Ja;community;manufacturer
64b6537ef5fc38000e51beaf;AD Analog Digital Elektronik GmbH;company;Blumberger Str. 3;84166;Adlkofen;DE;+49 8707 9384185;;mail@ad-elektronik.de;www.ad-elektronik.de;Ja;community;manufacturer
64b653aef5fc38000e51c5f2;Nihon Kohden Corporation;company;;161-0031;1-chōme-31-4 Nishiochiai Shinjuku City Tokyo;JP;+81 3-5996-8000;;;http://www.nihonkohden.co.jp/;Ja;community;manufacturer
64b65395f5fc38000e51c25d;GE Medical Systems Information Technologies GmbH;company;Munzinger Straße 5A;79111;Freiburg;DE;+49 761 45430;;eudamed@gehealthcare.com;https://www.gehealthcare.de/;Ja;community;manufacturer
68d6a33b80e67aacf670341b;Weinkauf Medizintechnik;company;;91322;Gräfenberg;DE;;;info@weinkauf-medizintechnik.de;;Ja;community;manufacturer
64b653c8f5fc38000e51c97e;Weyer GmbH;company;Herrenhöhe 4;51515;Kürten;DE;+49 2207 96980;;info@weyermed.com;https://www.weyermed.com/home;Ja;community;manufacturer
64b653aff5fc38000e51c61a;ORMED GmbH;company;Bötzinger Straße 90;79111;Freiburg im Breisgau;DE;+49 761 / 45 66 01;;kundenservice@enovis.com;https://www.enovis-medtech.de/;Ja;community;manufacturer
